mileage,make,model,fuel,gear,offerType,price,hp,year,make_model
100,Nissan,Micra,1,0,1,13580,92.0,2021,NissanMicra
100,Nissan,Micra,1,0,1,13580,92.0,2021,NissanMicra
162000,Ford,Galaxy,0,0,0,8850,163.0,2011,FordGalaxy
196879,Mercedes-Benz,C 180,1,0,0,8880,156.0,2011,Mercedes-BenzC 180
86000,Opel,Insignia,1,0,0,8890,179.0,2011,OpelInsignia
90240,Volkswagen,Golf,1,0,0,8895,86.0,2011,VolkswagenGolf
102481,Skoda,Superb,0,0,0,8900,105.0,2011,SkodaSuperb
91980,Volkswagen,Golf Plus,1,1,0,8990,122.0,2011,VolkswagenGolf Plus
72000,Nissan,Qashqai,1,0,0,8990,117.0,2011,NissanQashqai
89950,Volkswagen,Golf,1,0,0,8990,122.0,2011,VolkswagenGolf
42119,Mercedes-Benz,B 180,1,0,0,8990,116.0,2011,Mercedes-BenzB 180
129500,Opel,Insignia,0,0,0,9000,160.0,2011,OpelInsignia
29500,Ford,Focus,1,0,0,9190,150.0,2011,FordFocus
80690,Hyundai,iX35,1,0,0,9200,163.0,2011,HyundaiiX35
95000,Volkswagen,Golf,1,0,0,9200,105.0,2011,VolkswagenGolf
211000,BMW,520,0,0,0,9300,184.0,2011,BMW520
